materials;participant;is_test_trial;item;condition;position;rating1;content
E1;2;no;29;g;38;6;"A: Jacek zobaczył przez okno padający śnieg, który szybko pokrył podwórko. 

B: Jacek nie ulepił żadnego bałwana?"
E1;2;no;30;h;82;7;"A: Daniel wybrał się na wycieczkę do zoo, gdzie nie był od dłuższego czasu. 

B: Daniel nie podziwiał jakiegoś drapieżnika?"
E1;2;no;31;a;85;4;"A: Dawid cieszył się wakacjami, które spędził z rodzicami w domku letniskowym. 

B: Czy Dawid nie pojechał na żaden obóz?"
E1;2;no;32;b;42;6;"A: Jan wziął udział w turnieju szachowym, który wygrał.  

B: Czy Jan nie przegrał jakiejś partii?"
E1;3;no;1;d;67;7;"A: Ewa wzięła udział w olimpiadzie lingwistycznej, gdzie zajęła czwarte miejsce. 

B: Ewa nie wygrała jakiejś nagrody?"
E1;3;no;2;e;27;6;"A: Sandra miała wizytę u dentysty, gdzie chodzi dość często. 

B: Czy dentysta nie wyrwał jej żadnego zęba?"
E1;3;no;3;f;47;2;"A: Małgorzata zapisała się na kurs gotowania, który ma dobre opinie. 

B: Czy Małgorzata nie pożyczyła jakiejś patelni od matki?"
E1;3;no;4;g;81;4;"A: Agata poszła dziś rano do piekarni, która znajduje się za rogiem. 

B: Agata nie chciała żadnych ciast?"
E1;3;no;5;h;4;5;"A: Lenka poszła do biblioteki, która jest otwarta 24 godziny na dobę. 

B: Lenka nie wypożyczyła jakiejś powieści?"
E1;3;no;6;a;57;2;"A: Sabina poszła w weekend do teatru, gdzie obejrzała komedię. 

B: Czy Sabina nie poszła na żadną tragedię?"
E1;3;no;7;b;34;5;"A: Jana ma w ogrodzie grządkę, na której zasadziła warzywa. 

B: Czy Jana nie zasadziła tam jakichś kwiatów?"
E1;3;no;8;c;64;2;"A: Joanna zamknęła skrzynkę z narzędziami, do której odłożyła młotek. 

B: Joanna nie odłożyła żadnego śrubokrętu do skrzynki?"
E1;3;no;9;d;40;1;"A: Barbara udostępniła nam folder, w którym zapisała dokument tekstowy. 

B: Barbara nie zapisała jakiejś tabeli w tym folderze?"
E1;3;no;10;e;36;3;"A: Marysia wróciła z drogerii, która jest naprzeciwko poczty. 

B: Czy Marysia nie kupiła żadnego szamponu?"
E1;3;no;11;f;12;1;"A: Teresa opowiedziała o wycieczce do Egiptu, gdzie bardzo jej się podobało. 

B: Czy Teresa nie widziała jakichś piramid?"
E1;3;no;12;g;53;3;"A: Krystyna miała na uszach słuchawki, które dostała na Boże Narodzenie. 

B: Krystyna nie słuchała żadnego podcastu?"
E1;3;no;13;h;8;6;"A: Dorota wspomniała schronisko, które było pełne porzuconych zwierząt. 

B: Dorota nie przywiozła do domu jakiegoś psa?"
E1;3;no;14;a;18;7;"A: Natalia patrzyła na swój poniedziałkowy rozkład zajęć, w którym miała jedno seminarium po drugim. 

B: Czy Natalia nie chodzi na żadne wykłady w poniedziałki?"
E1;3;no;15;b;49;2;"A: Paulina jechała autostradą, gdzie zatrzymała się na pasie awaryjnym. 

B: Czy Paulina nie zatrzymała się na jakimś parkingu?"
E1;3;no;16;c;21;1;"A: Zuzanna zatrzymała się w kiosku, gdzie przejrzała gazetę. 

B: Zuzanna nie przejrzała tam żadnego czasopisma?"
E1;3;no;17;d;76;5;"A: Adam usiadł w cukierni, gdzie zjadł babeczkę z owocami. 

B: Adam nie zjadł jakiegoś tortu?"
E1;3;no;18;e;69;3;"A: Szczepan był na wycieczce, którą odbywa każdego lata. 

B: Czy Szczepan nie wziął ze sobą żadnego namiotu?"
E1;3;no;19;f;6;3;"A: Andrzej jadł kolację we włoskiej restauracji, gdzie ładnie pachniało. 

B: Czy Andrzej nie zamówił jakiejś pizzy?"
E1;3;no;20;g;1;4;"A: Tomasz poszedł w weekend na imprezę, na którą przyszli i jego przyjaciele. 

B: Tomasz nie pił tam żadnego drinka?"
E1;3;no;21;h;73;2;"A: Jerzy otworzył kredens, który był bardzo brudny. 

B: Jerzy nie wyjął jakichś noży z kredensu?"
E1;3;no;22;a;78;6;"A: Marcin stał za kasą w sklepie, gdzie przyjmował reklamacje. 

B: Czy Marcin nie przyjmował tam żadnych zamówień?"
E1;3;no;23;b;59;2;"A: Piotr spędził lato w porcie, gdzie wypożyczył skuter wodny. 

B: Czy Piotr nie wypożyczył tam jakiejś żaglówki?"
E1;3;no;24;c;32;2;"A: Paweł zatrzymał się w aptece, z której przyniósł maść. 

B: Paweł nie przyniósł żadnych tabletek?"
E1;3;no;25;d;83;2;"A: Michał położył na stole pudełko z biżuterią, gdzie włożył naszyjnik. 

B: Michał nie włożył jakiegoś pierścionka do pudełka?"
E1;3;no;26;e;62;6;"A: Kacper poszedł do wypożyczalni samochodów, która ma duży wybór. 

B: Czy Kacper nie wybrał żadnego fiata?"
E1;3;no;27;f;42;1;"A: Łukasz położył na stole piórnik, który prawie zgubił. 

B: Czy Łukasz nie wyjął jakiejś kredki z piórnika?"
E1;3;no;28;g;44;1;"A: Franciszek miał przy sobie torbę sportową, która miała niebieskie logo. 

B: Franciszek nie spakował tam żadnej piłki?"
E1;3;no;29;h;87;6;"A: Jacek zobaczył przez okno padający śnieg, który szybko pokrył podwórko. 

B: Jacek nie ulepił jakiegoś bałwana?"
E1;3;no;30;a;25;2;"A: Daniel wybrał się na wycieczkę do zoo, gdzie podobały mu się papugi. 

B: Czy Daniel nie podziwiał żadnego drapieżnika?"
E1;3;no;31;b;55;5;"A: Dawid cieszył się wakacjami, które spędził z rodzicami w domku letniskowym. 

B: Czy Dawid nie pojechał na jakiś obóz?"
E1;3;no;32;c;38;6;"A: Jan wziął udział w turnieju szachowym, który wygrał.  

B: Jan nie przegrał żadnej partii?"
E1;4;no;1;e;7;5;"A: Ewa wzięła udział w olimpiadzie lingwistycznej, która odbyła się tego lata. 

B: Czy Ewa nie wygrała żadnej nagrody?"
E1;4;no;2;f;81;6;"A: Sandra miała wizytę u dentysty, gdzie chodzi dość często. 

B: Czy dentysta nie wyrwał jej jakiegoś zęba?"
E1;4;no;3;g;60;1;"A: Małgorzata zapisała się na kurs gotowania, który ma dobre opinie. 

B: Małgorzata nie pożyczyła żadnej patelni od matki?"
E1;4;no;4;h;5;3;"A: Agata poszła dziś rano do piekarni, która znajduje się za rogiem. 

B: Agata nie chciała jakichś ciast?"
E1;4;no;5;a;33;5;"A: Lenka poszła do biblioteki, gdzie wypożyczyła zbiór wierszy. 

B: Czy Lenka nie wypożyczyła żadnej powieści?"
E1;4;no;6;b;68;3;"A: Sabina poszła w weekend do teatru, gdzie obejrzała komedię. 

B: Czy Sabina nie poszła na jakąś tragedię?"
E1;4;no;7;c;70;2;"A: Jana ma w ogrodzie grządkę, na której zasadziła warzywa. 

B: Jana nie zasadziła tam żadnych kwiatów?"
E1;4;no;8;d;66;7;"A: Joanna zamknęła skrzynkę z narzędziami, do której odłożyła młotek. 

B: Joanna nie odłożyła jakiegoś śrubokrętu do skrzynki?"
E1;4;no;9;e;31;5;"A: Barbara udostępniła nam folder, który niedawno utworzyła. 

B: Czy Barbara nie zapisała żadnej tabeli w tym folderze?"
E1;4;no;10;f;24;7;"A: Marysia wróciła z drogerii, która jest naprzeciwko poczty. 

B: Czy Marysia nie kupiła jakiegoś szamponu?"
E1;4;no;11;g;17;5;"A: Teresa opowiedziała o wycieczce do Egiptu, gdzie bardzo jej się podobało. 

B: Teresa nie widziała żadnych piramid?"
E1;4;no;12;h;28;3;"A: Krystyna miała na uszach słuchawki, które dostała na Boże Narodzenie. 

B: Krystyna nie słuchała jakiegoś podcastu?"
E1;4;no;13;a;56;4;"A: Dorota wspominała schronisko, z którego przywiozła do domu kota. 

B: Czy Dorota nie przywiozła do domu żadnego psa?"
E1;4;no;14;b;37;5;"A: Natalia patrzyła na swój poniedziałkowy rozkład zajęć, w którym miała jedno seminarium po drugim. 

B: Czy Natalia nie chodzi na jakieś wykłady w poniedziałki?"
E1;4;no;15;c;54;3;"A: Paulina jechała autostradą, gdzie zatrzymała się na pasie awaryjnym. 

B: Paulina nie zatrzymała się na żadnym parkingu?"
E1;4;no;16;d;26;3;"A: Zuzanna zatrzymała się w kiosku, gdzie przejrzała gazetę. 

B: Zuzanna nie przejrzała tam jakiegoś czasopisma?"
E1;4;no;17;e;39;5;"A: Adam usiadł w cukierni, do której chodził od dziecka. 

B: Czy Adam nie zjadł żadnego tortu?"
E1;4;no;18;f;64;6;"A: Szczepan był na wycieczce, którą odbywa każdego lata. 

B: Czy Szczepan nie wziął ze sobą jakiegoś namiotu?"
E1;4;no;19;g;73;3;"A: Andrzej jadł kolację we włoskiej restauracji, gdzie ładnie pachniało. 

B: Andrzej nie zamówił żadnej pizzy?"
E1;4;no;20;h;58;7;"A: Tomasz poszedł w weekend na imprezę, na którą przyszli i jego przyjaciele. 

B: Tomasz nie pił tam jakiegoś drinka?"
E1;4;no;21;a;86;5;"A: Jerzy otworzył kredens, z którego wyjął widelce. 

B: Czy Jerzy nie wyjął żadnych noży z kredensu?"
E1;4;no;22;b;62;5;"A: Marcin stał za kasą w sklepie, gdzie przyjmował reklamacje. 

B: Czy Marcin nie przyjmował tam jakichś zamówień?"
E1;4;no;23;c;9;6;"A: Piotr spędził lato w porcie, gdzie wypożyczył skuter wodny. 

B: Piotr nie wypożyczył tam żadnej żaglówki?"
E1;4;no;24;d;42;5;"A: Paweł zatrzymał się w aptece, z której przyniósł maść. 

B: Paweł nie przyniósł jakichś tabletek?"
E1;4;no;25;e;78;5;"A: Michał położył na stole pudełko z biżuterią, które było drogie. 

B: Czy Michał nie włożył żadnego pierścionka do pudełka?"
E1;4;no;26;f;88;6;"A: Kacper poszedł do wypożyczalni samochodów, która ma duży wybór. 

B: Czy Kacper nie wybrał jakiegoś fiata?"
E1;4;no;27;g;35;6;"A: Łukasz położył na stole piórnik, który prawie zgubił. 

B: Łukasz nie wyjął żadnej kredki z piórnika?"
E1;4;no;28;h;46;5;"A: Franciszek miał przy sobie torbę sportową, która miała niebieskie logo. 

B: Franciszek nie spakował tam jakiejś piłki?"
E1;4;no;29;a;15;4;"A: Jacek zobaczył przez okno padający śnieg, z którego potem zbudował igloo. 

B: Czy Jacek nie ulepił żadnego bałwana?"
E1;4;no;30;b;21;5;"A: Daniel wybrał się na wycieczkę do zoo, gdzie podobały mu się papugi. 

B: Czy Daniel nie podziwiał jakiegoś drapieżnika?"
E1;4;no;31;c;19;3;"A: Dawid cieszył się wakacjami, które spędził z rodzicami w domku letniskowym. 

B: Dawid nie pojechał na żaden obóz?"
E1;4;no;32;d;75;7;"A: Jan wziął udział w turnieju szachowym, który wygrał.  

B: Jan nie przegrał jakiejś partii?"
E1;5;no;1;f;13;7;"A: Ewa wzięła udział w olimpiadzie lingwistycznej, która odbyła się tego lata. 

B: Czy Ewa nie wygrała jakiejś nagrody?"
E1;5;no;2;g;52;5;"A: Sandra miała wizytę u dentysty, gdzie chodzi dość często. 

B: Dentysta nie wyrwał jej żadnego zęba?"
E1;5;no;3;h;59;4;"A: Małgorzata zapisała się na kurs gotowania, który ma dobre opinie. 

B: Małgorzata nie pożyczyła jakiejś patelni od matki?"
E1;5;no;4;a;9;6;"A: Agata poszła dziś rano do piekarni, gdzie poprosiła o świeże bułki. 

B: Czy Agata nie chciała żadnych ciast?"
E1;5;no;5;b;17;4;"A: Lenka poszła do biblioteki, gdzie wypożyczyła zbiór wierszy. 

B: Czy Lenka nie wypożyczyła jakiejś powieści?"
E1;5;no;6;c;15;4;"A: Sabina poszła w weekend do teatru, gdzie obejrzała komedię. 

B: Sabina nie poszła na żadną tragedię?"
E1;5;no;7;d;55;5;"A: Jana ma w ogrodzie grządkę, na której zasadziła warzywa. 

B: Jana nie zasadziła tam jakichś kwiatów?"
E1;5;no;8;e;57;5;"A: Joanna zamknęła skrzynkę z narzędziami, którą trzymała na poddaszu. 

B: Czy Joanna nie odłożyła żadnego śrubokrętu do skrzynki?"
E1;5;no;9;f;75;1;"A: Barbara udostępniła nam folder, który niedawno utworzyła. 

B: Czy Barbara nie zapisała jakiejś tabeli w tym folderze?"
E1;5;no;10;g;33;7;"A: Marysia wróciła z drogerii, która jest naprzeciwko poczty. 

B: Marysia nie kupiła żadnego szamponu?"
E1;5;no;11;h;31;6;"A: Teresa opowiedziała o wycieczce do Egiptu, gdzie bardzo jej się podobało. 

B: Teresa nie widziała jakichś piramid?"
E1;5;no;12;a;82;2;"A: Krystyna miała na uszach słuchawki, przez które słuchała muzyki klasycznej. 

B: Czy Krystyna nie słuchała żadnego podcastu?"
E1;5;no;13;b;29;2;"A: Dorota wspominała schronisko, z którego przywiozła do domu kota. 

B: Czy Dorota nie przywiozła do domu jakiegoś psa?"
E1;5;no;14;c;80;1;"A: Natalia patrzyła na swój poniedziałkowy rozkład zajęć, w którym miała jedno seminarium po drugim. 

B: Natalia nie chodzi na żadne wykłady w poniedziałki?"
E1;5;no;15;d;67;2;"A: Paulina jechała autostradą, gdzie zatrzymała się na pasie awaryjnym. 

B: Paulina nie zatrzymała się na jakimś parkingu?"
E1;5;no;16;e;48;5;"A: Zuzanna zatrzymała się w kiosku, który znajduje się w pobliżu przystanku tramwajowego. 

B: Czy Zuzanna nie przejrzała tam żadnego czasopisma?"
E1;5;no;17;f;43;4;"A: Adam usiadł w cukierni, do której chodził od dziecka. 

B: Czy Adam nie zjadł jakiegoś tortu?"
E1;5;no;18;g;71;2;"A: Szczepan był na wycieczce, którą odbywa każdego lata. 

B: Szczepan nie wziął ze sobą żadnego namiotu?"
E1;5;no;19;h;45;7;"A: Andrzej jadł kolację we włoskiej restauracji, gdzie ładnie pachniało. 

B: Andrzej nie zamówił jakiejś pizzy?"
E1;5;no;20;a;25;6;"A: Tomasz poszedł w weekend na imprezę, z której wrócił samochodem. 

B: Czy Tomasz nie pił tam żadnego drinka?"
E1;5;no;21;b;87;2;"A: Jerzy otworzył kredens, z którego wyjął widelce. 

B: Czy Jerzy nie wyjął jakichś noży z kredensu?"
E1;5;no;22;c;84;2;"A: Marcin stał za kasą w sklepie, gdzie przyjmował reklamacje. 

B: Marcin nie przyjmował tam żadnych zamówień?"
E1;5;no;23;d;2;5;"A: Piotr spędził lato w porcie, gdzie wypożyczył skuter wodny. 

B: Piotr nie wypożyczył tam jakiejś żaglówki?"
E1;5;no;24;e;19;6;"A: Paweł zatrzymał się w aptece, która znajduje się na terenie szpitala. 

B: Czy Paweł nie przyniósł żadnych tabletek?"
E1;5;no;25;f;50;3;"A: Michał położył na stole pudełko z biżuterią, które było drogie. 

B: Czy Michał nie włożył jakiegoś pierścionka do pudełka?"
E1;5;no;26;g;27;7;"A: Kacper poszedł do wypożyczalni samochodów, która ma duży wybór. 

B: Kacper nie wybrał żadnego fiata?"
E1;5;no;27;h;4;5;"A: Łukasz położył na stole piórnik, który prawie zgubił. 

B: Łukasz nie wyjął jakiejś kredki z piórnika?"
E1;5;no;28;a;35;6;"A: Franciszek miał przy sobie torbę sportową, do której spakował rakietę. 

B: Czy Franciszek nie spakował tam żadnej piłki?"
E1;5;no;29;b;65;4;"A: Jacek zobaczył przez okno padający śnieg, z którego potem zbudował igloo. 

B: Czy Jacek nie ulepił jakiegoś bałwana?"
E1;5;no;30;c;37;6;"A: Daniel wybrał się na wycieczkę do zoo, gdzie podobały mu się papugi. 

B: Daniel nie podziwiał żadnego drapieżnika?"
E1;5;no;31;d;23;2;"A: Dawid cieszył się wakacjami, które spędził z rodzicami w domku letniskowym. 

B: Dawid nie pojechał na jakiś obóz?"
E1;5;no;32;e;62;6;"A: Jan wziął udział w turnieju szachowym, który odbył się we wtorek. 

B: Czy Jan nie przegrał żadnej partii?"
E1;6;no;1;g;9;2;"A: Ewa wzięła udział w olimpiadzie lingwistycznej, która odbyła się tego lata. 

B: Ewa nie wygrała żadnej nagrody?"
E1;6;no;2;h;55;5;"A: Sandra miała wizytę u dentysty, gdzie chodzi dość często. 

B: Dentysta nie wyrwał jej jakiegoś zęba?"
E1;6;no;3;a;69;3;"A: Małgorzata zapisała się na kurs gotowania, więc pożyczyła mikser od matki. 

B: Czy Małgorzata nie pożyczyła żadnej patelni od matki?"
E1;6;no;4;b;41;3;"A: Agata poszła dziś rano do piekarni, gdzie poprosiła o świeże bułki. 

B: Czy Agata nie chciała jakichś ciast?"
E1;6;no;5;c;17;5;"A: Lenka poszła do biblioteki, gdzie wypożyczyła zbiór wierszy. 

B: Lenka nie wypożyczyła żadnej powieści?"
E1;6;no;6;d;49;1;"A: Sabina poszła w weekend do teatru, gdzie obejrzała komedię. 

B: Sabina nie poszła na jakąś tragedię?"
E1;6;no;7;e;84;6;"A: Jana ma w ogrodzie grządkę, którą założyła rok temu. 

B: Czy Jana nie zasadziła tam żadnych kwiatów?"
E1;6;no;8;f;66;6;"A: Joanna zamknęła skrzynkę z narzędziami, którą trzymała na poddaszu. 

B: Czy Joanna nie odłożyła jakiegoś śrubokrętu do skrzynki?"
E1;6;no;9;g;79;6;"A: Barbara udostępniła nam folder, który niedawno utworzyła. 

B: Barbara nie zapisała żadnej tabeli w tym folderze?"
E1;6;no;10;h;2;2;"A: Marysia wróciła z drogerii, która jest naprzeciwko poczty. 

B: Marysia nie kupiła jakiegoś szamponu?"
E1;6;no;11;a;51;2;"A: Teresa opowiedziała o wycieczce do Egiptu, gdzie zobaczyła Sfinksa. 

B: Czy Teresa nie widziała żadnych piramid?"
E1;6;no;12;b;82;5;"A: Krystyna miała na uszach słuchawki, przez które słuchała muzyki klasycznej. 

B: Czy Krystyna nie słuchała jakiegoś podcastu?"
E1;6;no;13;c;12;3;"A: Dorota wspominała schronisko, z którego przywiozła do domu kota. 

B: Dorota nie przywiozła do domu żadnego psa?"
E1;6;no;14;d;64;7;"A: Natalia patrzyła na swój poniedziałkowy rozkład zajęć, w którym miała jedno seminarium po drugim. 

B: Natalia nie chodzi na jakieś wykłady w poniedziałki?"
E1;6;no;15;e;43;2;"A: Paulina jechała autostradą, która była niedawno remontowana. 

B: Czy Paulina nie zatrzymała się na żadnym parkingu?"
E1;6;no;16;f;19;5;"A: Zuzanna zatrzymała się w kiosku, który znajduje się w pobliżu przystanku tramwajowego. 

B: Czy Zuzanna nie przejrzała tam jakiegoś czasopisma?"
E1;6;no;17;g;31;3;"A: Adam usiadł w cukierni, do której chodził od dziecka. 

B: Adam nie zjadł żadnego tortu?"
