materials;participant;is_test_trial;item;condition;position;rating1;content
qb_E1_main;1;no;27;e;58;4;"A: Lukáš položil na stůl penál, ze kterého vyndal červenou fixu.

B: Lukáš z něj nevytáhnul žádnou pastelku?"
qb_E1_main;1;no;28;f;42;5;"A: Franta si nesl sportovní tašku, která měla modré logo.

B: Franta si tam nezabalil žádný míč?"
qb_E1_main;1;no;29;g;77;4;"A: Ivan viděl venku padat sníh, ze kterého si postavil iglú.

B: Ivan si nepostavil nějakého sněhuláka?"
qb_E1_main;1;no;30;h;45;4;"A: Dan si udělal výlet do zoo, kde už dlouho nebyl.

B: Dan tam neobdivoval nějakou šelmu?"
qb_E1_main;1;no;31;a;37;5;"A: David si užil letní prázdniny, které strávil s rodiči na chatě.

B: Nebyl David na žádném táboře?"
qb_E1_main;1;no;32;b;82;6;"A: Honza byl na lekci hraní šachů, která se konala v úterý.

B: Nepřišel Honza o žádného pěšce?"
qb_E1_main;2;no;1;e;14;5;"A: Eva se zúčastnila lingvistické olympiády, kde skončila jako čtvrtá.

B: Eva nevyhrála žádnou cenu?"
qb_E1_main;2;no;2;f;24;2;"A: Sandra byla na vyšetření v zubní ordinaci, kam chodí docela často.

B: Zubařka jí nevytrhla žádný zub?"
qb_E1_main;2;no;3;g;48;5;"A: Markéta se zapsala na kurz vaření, kvůli kterému si od maminky půjčila papiňák.

B: Markéta si od maminky nepůjčila nějakou pánvičku?"
qb_E1_main;2;no;4;h;72;4;"A: Adéla ráno vycházela z pekárny, která je za rohem.

B: Adéla nechtěla nějaké koláče?"
qb_E1_main;2;no;5;a;79;7;"A: Lenka zašla do knihovny, kde si půjčila básnickou sbírku. 

B: Nepůjčila si Lenka žádný román?"
qb_E1_main;2;no;6;b;66;5;"A: Sabina šla o víkendu do divadla, kam sehnala levné lístky.

B: Nebyla Sabina na žádné tragédii?"
qb_E1_main;2;no;7;c;77;6;"A: Jana má na zahradě záhon, kam zasadila zeleninu.

B: Nezasadila tam Jana nějaké květiny?"
qb_E1_main;2;no;8;d;56;5;"A: Johana zavřela kufřík s nářadím, který měla na půdě. 

B: Nevrátila Johana do kufříku nějaký šroubovák? "
qb_E1_main;2;no;9;e;38;6;"A: Barbora s námi nasdílela složku, do které uložila textový dokument.

B: Barbora do složky neuložila žádnou tabulku?"
qb_E1_main;2;no;10;f;54;5;"A: Martina se vrátila z drogerie, která je naproti poště.

B: Martina si nekoupila žádný šampon?"
qb_E1_main;2;no;11;g;21;3;"A: Tereza vyprávěla o poznávacím zájezdu do Egypta, kde se byla podívat na sfingu.  

B: Tereza neviděla nějakou pyramidu?"
qb_E1_main;2;no;12;h;12;1;"A: Klára měla na uších sluchátka, která dostala o Vánocích.

B: Klára neposlouchala nějaký podcast?"
qb_E1_main;2;no;13;a;46;2;"A: Denisa vzpomínala na útulek, ze kterého si domů přivedla kočku.

B: Nepřivedla si Denisa domů žádného psa?"
qb_E1_main;2;no;14;b;34;5;"A: Natálie se dívala na svůj pondělní rozvrh, který si sama sestavila. 

B: Nechodí Natálie v pondělí na žádnou přednášku?"
qb_E1_main;2;no;15;c;4;4;"A: Pavlína jela po dálnici, kde zastavila v odstavném pruhu.

B: Nezastavila Pavlína na nějakém odpočívadle? "
qb_E1_main;2;no;16;d;62;7;"A: Zuzana se zdržela v trafice, která je poblíž tramvajové zastávky.

B: Neprohlížela si tam Zuzana nějaký časopis? "
qb_E1_main;2;no;17;e;75;7;"A: Adam se posadil v cukrárně, kde snědl ovocný košíček.

B: Adam si nedal žádný dortík?"
qb_E1_main;2;no;18;f;29;6;"A: Štěpán byl na čundru, na který jezdí každé léto.

B: Štěpán si s sebou nevzal žádný stan?"
qb_E1_main;2;no;19;g;31;5;"A: Ondra večeřel v italské restauraci, kde si objednal špagety.  

B: Ondra si neobjednal nějakou pizzu?"
qb_E1_main;2;no;20;h;17;4;"A: Tomáš byl o víkendu na párty, na kterou dorazili i jeho kamarádi.

B: Tomáš si tam nedal nějaký drink?"
qb_E1_main;2;no;21;a;64;5;"A: Jirka otevřel příborník, ze kterého vyndal vidličky. 

B: Nevyndal Jirka z příborníku žádné nože?"
qb_E1_main;2;no;22;b;10;3;"A: Martin stál v obchodě za pokladnou, kam ho poslal jeho šéf. 

B: Nepřijímal tam Martin žádnou objednávku? "
qb_E1_main;2;no;23;c;27;3;"A: Petr strávil léto v přístavu, kde si půjčil vodní skůtr.

B: Nepůjčil si Petr nějakou plachetnici? "
qb_E1_main;2;no;24;d;2;5;"A: Pavel se zastavil v lékárně, která je v areálu nemocnice.

B: Nepřinesl si Pavel nějaké pilulky?"
qb_E1_main;2;no;25;e;70;5;"A: Michal pokládal na stůl šperkovnici, do které uložil náhrdelník.

B: Michal nedal do šperkovnice žádný prsten?"
qb_E1_main;2;no;26;f;60;6;"A: Karel šel do půjčovny aut, která má velký výběr. 

B: Karel si nevybral žádnou škodovku?"
qb_E1_main;2;no;27;g;7;3;"A: Lukáš položil na stůl penál, ze kterého vyndal červenou fixu.

B: Lukáš z něj nevytáhnul nějakou pastelku?"
qb_E1_main;2;no;28;h;36;2;"A: Franta si nesl sportovní tašku, která měla modré logo.

B: Franta si tam nezabalil nějaký míč?"
qb_E1_main;2;no;29;a;58;5;"A: Ivan viděl venku padat sníh, ze kterého si postavil iglú.

B: Nepostavil si Ivan žádného sněhuláka?"
qb_E1_main;2;no;30;b;40;5;"A: Dan si udělal výlet do zoo, kde už dlouho nebyl.

B: Neobdivoval tam Dan žádnou šelmu?"
qb_E1_main;2;no;31;c;50;7;"A: David si užil letní prázdniny, které strávil s rodiči na chatě.

B: Nebyl David na nějakém táboře?"
qb_E1_main;2;no;32;d;52;5;"A: Honza byl na lekci hraní šachů, která se konala v úterý.

B: Nepřišel Honza o nějakého pěšce?"
qb_E1_main;3;no;1;f;34;2;"A: Eva se zúčastnila lingvistické olympiády, která se konala tohle léto.

B: Eva nevyhrála žádnou cenu?"
qb_E1_main;3;no;2;g;76;1;"A: Sandra byla na vyšetření v zubní ordinaci, odkud odešla bez bolesti.

B: Zubařka jí nevytrhla nějaký zub?"
qb_E1_main;3;no;3;h;37;1;"A: Markéta se zapsala na kurz vaření, který měl dobré hodnocení.

B: Markéta si od maminky nepůjčila nějakou pánvičku?"
qb_E1_main;3;no;4;a;5;3;"A: Adéla ráno vycházela z pekárny, kde poprosila o čerstvé rohlíky.

B: Nechtěla Adéla žádné koláče?"
qb_E1_main;3;no;5;b;19;2;"A: Lenka zašla do knihovny, která má otevřeno nonstop.

B: Nepůjčila si Lenka žádný román?"
qb_E1_main;3;no;6;c;59;1;"A: Sabina šla o víkendu do divadla, kde zhlédla komedii.

B: Nebyla Sabina na nějaké tragédii?"
qb_E1_main;3;no;7;d;32;6;"A: Jana má na zahradě záhon, který vybudovala před rokem.

B: Nezasadila tam Jana nějaké květiny?"
qb_E1_main;3;no;8;e;78;5;"A: Johana zavřela kufřík s nářadím, do kterého vrátila kladivo.

B: Johana do kufříku nevrátila žádný šroubovák?"
qb_E1_main;3;no;9;f;52;2;"A: Barbora s námi nasdílela složku, kterou vytvořila nedávno.

B: Barbora do složky neuložila žádnou tabulku?"
qb_E1_main;3;no;10;g;67;4;"A: Martina se vrátila z drogerie, kde si pořídila sprchový gel. 

B: Martina si nekoupila nějaký šampon?"
qb_E1_main;3;no;11;h;74;1;"A: Tereza vyprávěla o poznávacím zájezdu do Egypta, kde se jí moc líbilo.  

B: Tereza neviděla nějakou pyramidu?"
qb_E1_main;3;no;12;a;82;1;"A: Klára měla na uších sluchátka, ze kterých poslouchala písničky.

B: Neposlouchala Klára žádný podcast?"
qb_E1_main;3;no;13;b;72;4;"A: Denisa vzpomínala na útulek, který byl plný opuštěných zvířat.

B: Nepřivedla si Denisa domů žádného psa?"
qb_E1_main;3;no;14;c;50;7;"A: Natálie se dívala na svůj pondělní rozvrh, kde měla jeden seminář za druhým.

B: Nechodí Natálie v pondělí na nějakou přednášku?"
qb_E1_main;3;no;15;d;13;7;"A: Pavlína jela po dálnici, kterou nedávno opravili.

B: Nezastavila Pavlína na nějakém odpočívadle? "
qb_E1_main;3;no;16;e;61;2;"A: Zuzana se zdržela v trafice, ve které si prohlížela noviny.

B: Zuzana si tam neprohlížela žádný časopis?"
qb_E1_main;3;no;17;f;69;4;"A: Adam se posadil v cukrárně, kam chodil už od dětství.

B: Adam si nedal žádný dortík?"
qb_E1_main;3;no;18;g;23;5;"A: Štěpán byl na čundru, kde spal pod širákem.

B: Štěpán si s sebou nevzal nějaký stan?"
qb_E1_main;3;no;19;h;28;2;"A: Ondra večeřel v italské restauraci, ve které to krásně vonělo. 

B: Ondra si neobjednal nějakou pizzu?"
qb_E1_main;3;no;20;a;54;5;"A: Tomáš byl o víkendu na párty, ze které se vrátil střízlivý.

B: Nedal si tam Tomáš žádný drink?"
qb_E1_main;3;no;21;b;8;1;"A: Jirka otevřel příborník, ve kterém měl velký nepořádek.

B: Nevyndal Jirka z příborníku žádné nože?"
qb_E1_main;3;no;22;c;16;3;"A: Martin stál v obchodě za pokladnou, kde se staral o reklamace.

B: Nepřijímal tam Martin nějakou objednávku? "
qb_E1_main;3;no;23;d;80;5;"A: Petr strávil léto v přístavu, jehož jméno zapomněl.  

B: Nepůjčil si Petr nějakou plachetnici? "
qb_E1_main;3;no;24;e;46;7;"A: Pavel se zastavil v lékárně, odkud si přinesl mastičku.

B: Pavel si nepřinesl žádné pilulky?"
qb_E1_main;3;no;25;f;25;1;"A: Michal pokládal na stůl šperkovnici, která byla drahá.

B: Michal nedal do šperkovnice žádný prsten?"
qb_E1_main;3;no;26;g;30;5;"A: Karel šel do půjčovny aut, kde si vybral Mazdu 3.

B: Karel si nevybral nějakou škodovku?"
qb_E1_main;3;no;27;h;3;1;"A: Lukáš položil na stůl penál, který málem ztratil.

B: Lukáš z něj nevytáhnul nějakou pastelku?"
qb_E1_main;3;no;28;a;48;3;"A: Franta si nesl sportovní tašku, kam si zabalil raketu.

B: Nezabalil si tam Franta žádný míč?"
qb_E1_main;3;no;29;b;44;5;"A: Ivan viděl venku padat sníh, který rychle pokryl dvorek.

B: Nepostavil si Ivan žádného sněhuláka?"
qb_E1_main;3;no;30;c;63;4;"A: Dan si udělal výlet do zoo, kde se mu líbili papoušci.

B: Neobdivoval tam Dan nějakou šelmu?"
qb_E1_main;3;no;31;d;57;5;"A: David si užil letní prázdniny, na které nikdy nezapomene.

B: Nebyl David na nějakém táboře?"
qb_E1_main;3;no;32;e;41;1;"A: Honza byl na lekci hraní šachů, při které přišel o své střelce.

B: Honza nepřišel o žádného pěšce?"
qb_E1_main;4;no;1;g;48;2;"A: Eva se zúčastnila lingvistické olympiády, kde skončila jako čtvrtá.

B: Eva nevyhrála nějakou cenu?"
qb_E1_main;4;no;2;h;56;2;"A: Sandra byla na vyšetření v zubní ordinaci, kam chodí docela často.

B: Zubařka jí nevytrhla nějaký zub?"
qb_E1_main;4;no;3;a;73;1;"A: Markéta se zapsala na kurz vaření, kvůli kterému si od maminky půjčila papiňák.

B: Nepůjčila si Markéta od maminky žádnou pánvičku?"
qb_E1_main;4;no;4;b;22;2;"A: Adéla ráno vycházela z pekárny, která je za rohem.

B: Nechtěla Adéla žádné koláče?"
qb_E1_main;4;no;5;c;46;6;"A: Lenka zašla do knihovny, kde si půjčila básnickou sbírku. 

B: Nepůjčila si Lenka nějaký román?"
qb_E1_main;4;no;6;d;71;4;"A: Sabina šla o víkendu do divadla, kam sehnala levné lístky.

B: Nebyla Sabina na nějaké tragédii?"
qb_E1_main;4;no;7;e;30;4;"A: Jana má na zahradě záhon, kam zasadila zeleninu.

B: Jana tam nezasadila žádné květiny?"
qb_E1_main;4;no;8;f;15;3;"A: Johana zavřela kufřík s nářadím, který měla na půdě. 

B: Johana do kufříku nevrátila žádný šroubovák?"
qb_E1_main;4;no;9;g;11;2;"A: Barbora s námi nasdílela složku, do které uložila textový dokument.

B: Barbora do složky neuložila nějakou tabulku?"
qb_E1_main;4;no;10;h;19;2;"A: Martina se vrátila z drogerie, která je naproti poště.

B: Martina si nekoupila nějaký šampon?"
qb_E1_main;4;no;11;a;24;3;"A: Tereza vyprávěla o poznávacím zájezdu do Egypta, kde se byla podívat na sfingu.  

B: Neviděla Tereza žádnou pyramidu? "
qb_E1_main;4;no;12;b;17;3;"A: Klára měla na uších sluchátka, která dostala o Vánocích.

B: Neposlouchala Klára žádný podcast?"
qb_E1_main;4;no;13;c;26;6;"A: Denisa vzpomínala na útulek, ze kterého si domů přivedla kočku.

B: Nepřivedla si Denisa domů nějakého psa?"
qb_E1_main;4;no;14;d;77;2;"A: Natálie se dívala na svůj pondělní rozvrh, který si sama sestavila. 

B: Nechodí Natálie v pondělí na nějakou přednášku?"
qb_E1_main;4;no;15;e;54;3;"A: Pavlína jela po dálnici, kde zastavila v odstavném pruhu.

B: Pavlína nezastavila na žádném odpočívadle?"
qb_E1_main;4;no;16;f;75;3;"A: Zuzana se zdržela v trafice, která je poblíž tramvajové zastávky.

B: Zuzana si tam neprohlížela žádný časopis?"
qb_E1_main;4;no;17;g;32;6;"A: Adam se posadil v cukrárně, kde snědl ovocný košíček.

B: Adam si nedal nějaký dortík?"
qb_E1_main;4;no;18;h;50;1;"A: Štěpán byl na čundru, na který jezdí každé léto.

B: Štěpán si s sebou nevzal nějaký stan?"
qb_E1_main;4;no;19;a;13;2;"A: Ondra večeřel v italské restauraci, kde si objednal špagety.  

B: Neobjednal si Ondra žádnou pizzu?"
qb_E1_main;4;no;20;b;28;1;"A: Tomáš byl o víkendu na párty, na kterou dorazili i jeho kamarádi.

B: Nedal si tam Tomáš žádný drink?"
qb_E1_main;4;no;21;c;64;5;"A: Jirka otevřel příborník, ze kterého vyndal vidličky. 

B: Nevyndal Jirka z příborníku nějaké nože?"
qb_E1_main;4;no;22;d;62;7;"A: Martin stál v obchodě za pokladnou, kam ho poslal jeho šéf. 

B: Nepřijímal tam Martin nějakou objednávku? "
qb_E1_main;4;no;23;e;41;5;"A: Petr strávil léto v přístavu, kde si půjčil vodní skůtr.

B: Petr si nepůjčil žádnou plachetnici?"
qb_E1_main;4;no;24;f;6;2;"A: Pavel se zastavil v lékárně, která je v areálu nemocnice.

B: Pavel si nepřinesl žádné pilulky?"
qb_E1_main;4;no;25;g;67;2;"A: Michal pokládal na stůl šperkovnici, do které uložil náhrdelník.

B: Michal nedal do šperkovnice nějaký prsten?"
qb_E1_main;4;no;26;h;34;2;"A: Karel šel do půjčovny aut, která má velký výběr. 

B: Karel si nevybral nějakou škodovku?"
qb_E1_main;4;no;27;a;2;2;"A: Lukáš položil na stůl penál, ze kterého vyndal červenou fixu.

B: Nevytáhnul z něj Lukáš žádnou pastelku? "
qb_E1_main;4;no;28;b;38;1;"A: Franta si nesl sportovní tašku, která měla modré logo.

B: Nezabalil si tam Franta žádný míč?"
qb_E1_main;4;no;29;c;8;6;"A: Ivan viděl venku padat sníh, ze kterého si postavil iglú.

B: Nepostavil si Ivan nějakého sněhuláka?"
qb_E1_main;4;no;30;d;43;5;"A: Dan si udělal výlet do zoo, kde už dlouho nebyl.

B: Neobdivoval tam Dan nějakou šelmu?"
qb_E1_main;4;no;31;e;59;4;"A: David si užil letní prázdniny, které strávil s rodiči na chatě.

B: David nebyl na žádném táboře?"
qb_E1_main;4;no;32;f;36;2;"A: Honza byl na lekci hraní šachů, která se konala v úterý.

B: Honza nepřišel o žádného pěšce?"
qb_E1_main;5;no;1;h;13;2;"A: Eva se zúčastnila lingvistické olympiády, která se konala tohle léto.

B: Eva nevyhrála nějakou cenu?"
qb_E1_main;5;no;2;a;29;3;"A: Sandra byla na vyšetření v zubní ordinaci, odkud odešla bez bolesti.

B: Nevytrhla jí zubařka žádný zub?"
qb_E1_main;5;no;3;b;42;2;"A: Markéta se zapsala na kurz vaření, který měl dobré hodnocení.

B: Nepůjčila si Markéta od maminky žádnou pánvičku?"
qb_E1_main;5;no;4;c;27;4;"A: Adéla ráno vycházela z pekárny, kde poprosila o čerstvé rohlíky.

B: Nechtěla Adéla nějaké koláče?"
qb_E1_main;5;no;5;d;10;3;"A: Lenka zašla do knihovny, která má otevřeno nonstop.

B: Nepůjčila si Lenka nějaký román?"
qb_E1_main;5;no;6;e;60;2;"A: Sabina šla o víkendu do divadla, kde zhlédla komedii.

B: Sabina nebyla na žádné tragédii?"
qb_E1_main;5;no;7;f;67;2;"A: Jana má na zahradě záhon, který vybudovala před rokem.

B: Jana tam nezasadila žádné květiny?"
qb_E1_main;5;no;8;g;44;2;"A: Johana zavřela kufřík s nářadím, do kterého vrátila kladivo.

B: Johana do kufříku nevrátila nějaký šroubovák?"
qb_E1_main;5;no;9;h;65;2;"A: Barbora s námi nasdílela složku, kterou vytvořila nedávno.

B: Barbora do složky neuložila nějakou tabulku?"
qb_E1_main;5;no;10;a;46;4;"A: Martina se vrátila z drogerie, kde si pořídila sprchový gel. 

B: Nekoupila si Martina žádný šampon?"
qb_E1_main;5;no;11;b;62;4;"A: Tereza vyprávěla o poznávacím zájezdu do Egypta, kde se jí moc líbilo.  

B: Neviděla Tereza žádnou pyramidu? "
qb_E1_main;5;no;12;c;4;2;"A: Klára měla na uších sluchátka, ze kterých poslouchala písničky.

B: Neposlouchala Klára nějaký podcast?"
qb_E1_main;5;no;13;d;55;6;"A: Denisa vzpomínala na útulek, který byl plný opuštěných zvířat.

B: Nepřivedla si Denisa domů nějakého psa?"
qb_E1_main;5;no;14;e;40;1;"A: Natálie se dívala na svůj pondělní rozvrh, kde měla jeden seminář za druhým.

B: Natálie nechodí v pondělí na žádnou přednášku? "
qb_E1_main;5;no;15;f;25;2;"A: Pavlína jela po dálnici, kterou nedávno opravili.

B: Pavlína nezastavila na žádném odpočívadle?"
qb_E1_main;5;no;16;g;21;2;"A: Zuzana se zdržela v trafice, ve které si prohlížela noviny.

B: Zuzana si tam neprohlížela nějaký časopis?"
qb_E1_main;5;no;17;h;6;2;"A: Adam se posadil v cukrárně, kam chodil už od dětství.

B: Adam si nedal nějaký dortík?"
qb_E1_main;5;no;18;a;53;3;"A: Štěpán byl na čundru, kde spal pod širákem.

B: Nevzal si Štěpán s sebou žádný stan?"
qb_E1_main;5;no;19;b;17;3;"A: Ondra večeřel v italské restauraci, ve které to krásně vonělo. 

B: Neobjednal si Ondra žádnou pizzu?"
qb_E1_main;5;no;20;c;73;4;"A: Tomáš byl o víkendu na párty, ze které se vrátil střízlivý.

B: Nedal si tam Tomáš nějaký drink?"
qb_E1_main;5;no;21;d;19;5;"A: Jirka otevřel příborník, ve kterém měl velký nepořádek.

B: Nevyndal Jirka z příborníku nějaké nože?"
qb_E1_main;5;no;22;e;71;4;"A: Martin stál v obchodě za pokladnou, kde se staral o reklamace.

B: Martin tam nepřijímal žádnou objednávku?"
qb_E1_main;5;no;23;f;36;2;"A: Petr strávil léto v přístavu, jehož jméno zapomněl.  

B: Petr si nepůjčil žádnou plachetnici?"
qb_E1_main;5;no;24;g;58;3;"A: Pavel se zastavil v lékárně, odkud si přinesl mastičku.

B: Pavel si nepřinesl nějaké pilulky?"
qb_E1_main;5;no;25;h;48;2;"A: Michal pokládal na stůl šperkovnici, která byla drahá.

B: Michal nedal do šperkovnice nějaký prsten?"
qb_E1_main;5;no;26;a;23;2;"A: Karel šel do půjčovny aut, kde si vybral Mazdu 3.

B: Nevybral si Karel žádnou škodovku?"
qb_E1_main;5;no;27;b;76;2;"A: Lukáš položil na stůl penál, který málem ztratil.

B: Nevytáhnul z něj Lukáš žádnou pastelku? "
qb_E1_main;5;no;28;c;69;5;"A: Franta si nesl sportovní tašku, kam si zabalil raketu.

B: Nezabalil si tam Franta nějaký míč?"
qb_E1_main;5;no;29;d;38;5;"A: Ivan viděl venku padat sníh, který rychle pokryl dvorek.

B: Nepostavil si Ivan nějakého sněhuláka?"
qb_E1_main;5;no;30;e;15;3;"A: Dan si udělal výlet do zoo, kde se mu líbili papoušci.

B: Dan tam neobdivoval žádnou šelmu?"
qb_E1_main;5;no;31;f;51;1;"A: David si užil letní prázdniny, na které nikdy nezapomene.

B: David nebyl na žádném táboře?"
qb_E1_main;5;no;32;g;2;2;"A: Honza byl na lekci hraní šachů, při které přišel o své střelce.

B: Honza nepřišel o nějakého pěšce?"
qb_E1_main;6;no;1;a;40;6;"A: Eva se zúčastnila lingvistické olympiády, kde skončila jako čtvrtá.

B: Nevyhrála Eva žádnou cenu?"
qb_E1_main;6;no;2;b;46;1;"A: Sandra byla na vyšetření v zubní ordinaci, kam chodí docela často.

B: Nevytrhla jí zubařka žádný zub?"
qb_E1_main;6;no;3;c;21;5;"A: Markéta se zapsala na kurz vaření, kvůli kterému si od maminky půjčila papiňák.

B: Nepůjčila si Markéta od maminky nějakou pánvičku?"
qb_E1_main;6;no;4;d;10;5;"A: Adéla ráno vycházela z pekárny, která je za rohem.

B: Nechtěla Adéla nějaké koláče?"
qb_E1_main;6;no;5;e;50;2;"A: Lenka zašla do knihovny, kde si půjčila básnickou sbírku. 

B: Lenka si nepůjčila žádný román?"
qb_E1_main;6;no;6;f;56;4;"A: Sabina šla o víkendu do divadla, kam sehnala levné lístky.

B: Sabina nebyla na žádné tragédii?"
qb_E1_main;6;no;7;g;77;2;"A: Jana má na zahradě záhon, kam zasadila zeleninu.

B: Jana tam nezasadila nějaké květiny?"
qb_E1_main;6;no;8;h;82;1;"A: Johana zavřela kufřík s nářadím, který měla na půdě. 

B: Johana do kufříku nevrátila nějaký šroubovák?"
qb_E1_main;6;no;9;a;33;7;"A: Barbora s námi nasdílela složku, do které uložila textový dokument.

B: Neuložila Barbora do složky žádnou tabulku?"
qb_E1_main;6;no;10;b;52;1;"A: Martina se vrátila z drogerie, která je naproti poště.

B: Nekoupila si Martina žádný šampon?"
qb_E1_main;6;no;11;c;44;7;"A: Tereza vyprávěla o poznávacím zájezdu do Egypta, kde se byla podívat na sfingu.  

B: Neviděla Tereza nějakou pyramidu? "
qb_E1_main;6;no;12;d;3;6;"A: Klára měla na uších sluchátka, která dostala o Vánocích.

B: Neposlouchala Klára nějaký podcast?"
qb_E1_main;6;no;13;e;54;3;"A: Denisa vzpomínala na útulek, ze kterého si domů přivedla kočku.

B: Denisa si domů nepřivedla žádného psa?"
qb_E1_main;6;no;14;f;23;1;"A: Natálie se dívala na svůj pondělní rozvrh, který si sama sestavila. 

B: Natálie nechodí v pondělí na žádnou přednášku? "
qb_E1_main;6;no;15;g;25;3;"A: Pavlína jela po dálnici, kde zastavila v odstavném pruhu.

B: Pavlína nezastavila na nějakém odpočívadle?"
qb_E1_main;6;no;16;h;19;2;"A: Zuzana se zdržela v trafice, která je poblíž tramvajové zastávky.

B: Zuzana si tam neprohlížela nějaký časopis?"
qb_E1_main;6;no;17;a;14;3;"A: Adam se posadil v cukrárně, kde snědl ovocný košíček.

B: Nedal si Adam žádný dortík? "
qb_E1_main;6;no;18;b;38;2;"A: Štěpán byl na čundru, na který jezdí každé léto.

B: Nevzal si Štěpán s sebou žádný stan?"
qb_E1_main;6;no;19;c;58;2;"A: Ondra večeřel v italské restauraci, kde si objednal špagety.  

B: Neobjednal si Ondra nějakou pizzu?"
qb_E1_main;6;no;20;d;48;6;"A: Tomáš byl o víkendu na párty, na kterou dorazili i jeho kamarádi.

B: Nedal si tam Tomáš nějaký drink?"
qb_E1_main;6;no;21;e;42;6;"A: Jirka otevřel příborník, ze kterého vyndal vidličky. 

B: Jirka nevyndal z příborníku žádné nože?"
qb_E1_main;6;no;22;f;7;2;"A: Martin stál v obchodě za pokladnou, kam ho poslal jeho šéf. 

B: Martin tam nepřijímal žádnou objednávku?"
qb_E1_main;6;no;23;g;35;7;"A: Petr strávil léto v přístavu, kde si půjčil vodní skůtr.

B: Petr si nepůjčil nějakou plachetnici?"
